Tier;FICO;Approve Date;Term;Amount;Previous APR;Car  Type;Competition APR;Accept;APR;Prime;Partner Bin
3;696;27-10-2003;60;23010; ;U;4,65;1;5,69;1,12;1
3;684;28-10-2003;60;20495; ;U;4,65;1;5,69;1,12;3
3;690;28-10-2003;60;24179; ;U;4,65;1;5,69;1,12;1
2;709;29-10-2003;60;18341; ;U;4,65;1;4,99;1,12;1
2;706;30-10-2003;60;19000; ;U;4,65;1;4,99;1,12;1
2;702;01-11-2003;60;19424; ;U;4,65;1;4,99;1,12;1
1;697;13-11-2003;60;24948; ;U;4,65;1;4,65;1,12;1
2;712;17-11-2003;60;24785; ;U;4,79;1;5,19;1,12;1
3;690;18-11-2003;60;20856; ;U;4,79;1;5,99;1,12;1
3;696;18-11-2003;60;23654; ;U;4,79;1;5,99;1,12;1
2;686;20-11-2003;60;24123; ;U;4,79;1;5,19;1,12;1
3;693;21-11-2003;60;22469; ;U;4,79;1;5,99;1,12;1
3;710;24-11-2003;60;17958; ;U;4,79;1;5,29;1,12;1
2;703;25-11-2003;60;24701; ;U;4,79;1;5,19;1,12;1
2;700;28-11-2003;60;23511; ;U;4,79;1;5,19;1,17;3
2;708;30-11-2003;60;18509; ;U;4,79;1;5,19;1,17;1
2;694;01-12-2003;60;22650; ;U;4,79;1;5,19;1,17;3
2;708;02-12-2003;60;19711; ;U;4,79;1;5,19;1,17;3
2;708;03-12-2003;60;20567; ;U;4,79;1;5,19;1,17;1
2;698;05-12-2003;60;21750; ;U;4,79;1;5,19;1,17;1
2;705;05-12-2003;60;24071; ;U;4,79;1;5,19;1,17;1
1;709;08-12-2003;60;21842; ;U;4,99;1;4,79;1,17;3
2;693;14-12-2003;60;19052; ;U;4,99;1;5,89;1,15;1
2;701;16-12-2003;60;22618; ;U;4,99;0;5,89;1,15;1
2;712;16-12-2003;60;25000; ;U;4,99;0;5,89;1,15;1
1;712;18-12-2003;60;20000; ;U;4,99;0;4,85;1,15;3
2;708;19-12-2003;60;18897; ;U;4,99;0;5,89;1,15;1
1;691;20-12-2003;60;18950; ;U;4,99;1;4,99;1,15;1
3;686;20-12-2003;60;17985; ;U;4,99;1;6,19;1,15;1
1;693;20-12-2003;60;23500; ;U;4,99;1;4,99;1,15;2
2;684;21-12-2003;60;18488; ;U;4,99;1;5,89;1,15;3
3;691;21-12-2003;60;19999; ;U;4,99;0;6,19;1,15;2
2;707;22-12-2003;60;23856; ;U;4,99;0;5,89;1,14;3
2;688;22-12-2003;60;20670; ;U;4,99;1;5,89;1,14;3
2;706;22-12-2003;60;18000; ;U;4,99;0;5,89;1,14;3
3;691;22-12-2003;60;20000; ;U;4,99;0;6,19;1,14;2
3;687;26-12-2003;60;23067; ;U;4,99;0;6,19;1,14;2
2;703;22-12-2003;60;20493; ;U;4,99;1;5,89;1,14;3
2;685;22-12-2003;60;23000; ;U;4,99;0;5,89;1,14;2
3;695;23-12-2003;60;19000; ;U;4,99;0;6,19;1,14;3
2;708;23-12-2003;60;24894; ;U;4,99;0;5,89;1,14;2
3;699;24-12-2003;60;25000; ;U;4,99;0;6,19;1,14;1
3;699;26-12-2003;60;20595; ;U;4,99;0;6,19;1,14;2
3;687;26-12-2003;60;20428; ;U;4,99;0;6,19;1,14;1
2;712;28-12-2003;60;19500; ;U;4,99;0;5,89;1,14;3
2;704;27-12-2003;60;19999; ;U;4,99;1;5,89;1,14;2
3;700;27-12-2003;60;18411; ;U;4,99;1;5,89;1,14;1
2;701;28-12-2003;60;20000; ;U;4,99;0;5,89;1,14;1
2;710;31-12-2003;60;20000; ;U;4,99;0;5,89;1,12;2
3;693;29-12-2003;60;21500; ;U;4,99;0;6,19;1,13;3
2;703;29-12-2003;60;22000; ;U;4,99;0;5,89;1,13;1
3;687;29-12-2003;60;21999; ;U;4,99;0;6,19;1,13;1
3;695;30-12-2003;60;20000; ;U;4,99;1;6,19;1,12;2
3;698;30-12-2003;60;23170; ;U;4,99;0;6,19;1,12;2
2;710;31-12-2003;60;19000; ;U;4,99;0;5,89;1,12;3
3;687;31-12-2003;60;22000; ;U;4,99;0;6,19;1,12;1
3;697;02-01-2004;60;21000; ;U;4,99;0;6,19;1,12;2
2;691;02-01-2004;60;25000; ;U;4,99;0;5,89;1,12;3
3;696;03-01-2004;60;22889; ;U;4,99;1;6,19;1,12;2
2;706;03-01-2004;60;21187; ;U;4,99;0;5,89;1,12;1
2;703;03-01-2004;60;25000; ;U;4,99;1;5,89;1,12;1
2;711;03-01-2004;60;24355; ;U;4,99;1;5,89;1,12;2
3;695;03-01-2004;60;25000; ;U;4,99;0;6,19;1,12;3
3;688;04-01-2004;60;25000; ;U;4,99;0;6,19;1,12;1
3;687;05-01-2004;60;19499; ;U;4,99;0;6,19;1,12;3
3;689;05-01-2004;60;25000; ;U;4,99;0;6,19;1,12;3
2;698;05-01-2004;60;21166; ;U;4,99;1;5,89;1,12;2
3;693;05-01-2004;60;25000; ;U;4,99;0;6,19;1,12;2
2;706;05-01-2004;60;23000; ;U;4,99;0;5,89;1,12;1
3;685;06-01-2004;60;19500; ;U;4,99;0;6,19;1,12;3
3;693;06-01-2004;60;21400; ;U;4,99;1;6,19;1,12;2
3;694;07-01-2004;60;21898; ;U;4,99;0;6,19;1,11;2
3;690;07-01-2004;60;22000; ;U;4,99;0;6,19;1,11;1
3;687;07-01-2004;60;20000; ;U;4,99;0;6,19;1,11;2
3;696;07-01-2004;60;19200; ;U;4,99;0;6,19;1,11;3
2;701;07-01-2004;60;20000; ;U;4,99;0;5,89;1,11;1
2;705;08-01-2004;60;20000; ;U;4,99;0;5,89;1,11;1
2;703;09-01-2004;60;20000; ;U;4,85;0;5,89;1,11;1
2;706;09-01-2004;60;20745; ;U;4,85;0;5,89;1,11;1
3;689;10-01-2004;60;17899; ;U;4,85;1;6,09;1,11;1
1;698;10-01-2004;60;18549; ;U;4,85;1;4,99;1,11;1
3;686;11-01-2004;60;17999; ;U;4,85;0;6,19;1,11;3
3;684;12-01-2004;60;19000; ;U;4,85;0;6,19;1,10;2
3;698;12-01-2004;60;25000; ;U;4,85;0;6,19;1,10;2
3;694;12-01-2004;60;20000; ;U;4,85;0;6,19;1,10;3
2;706;13-01-2004;60;21263; ;U;4,85;0;5,89;1,10;1
2;703;13-01-2004;60;24000; ;U;4,85;0;5,89;1,10;1
1;703;13-01-2004;60;23620; ;U;4,85;0;4,85;1,10;3
2;712;13-01-2004;60;24999; ;U;4,85;0;5,89;1,10;2
2;712;14-01-2004;60;22152; ;U;4,85;0;5,89;1,10;3
3;693;14-01-2004;60;21300; ;U;4,85;0;6,19;1,10;1
2;709;14-01-2004;60;25000; ;U;4,85;0;5,89;1,10;1
2;703;14-01-2004;60;17999; ;U;4,85;1;5,89;1,10;3
3;684;15-01-2004;60;19999; ;U;4,85;0;6,19;1,10;2
3;708;15-01-2004;60;24051; ;U;4,85;0;5,89;1,10;3
3;698;15-01-2004;60;18500; ;U;4,85;0;6,19;1,10;3
1;688;16-01-2004;60;20243; ;U;4,85;1;4,85;1,10;3
3;686;16-01-2004;60;22750; ;U;4,85;0;6,19;1,10;1
1;696;16-01-2004;60;24457; ;U;4,85;0;4,85;1,10;3
3;687;18-01-2004;60;25000; ;U;4,85;0;6,19;1,10;1
3;689;18-01-2004;60;19999; ;U;4,85;0;6,19;1,10;1
2;705;18-01-2004;60;23000; ;U;4,85;0;5,89;1,10;3
3;698;18-01-2004;60;19765; ;U;4,85;0;6,19;1,10;1
3;699;18-01-2004;60;24000; ;U;4,85;1;6,19;1,10;1
3;695;18-01-2004;60;22000; ;U;4,85;0;6,19;1,10;2
2;710;19-01-2004;60;22679; ;U;4,85;0;5,89;1,10;3
3;694;19-01-2004;60;18500; ;U;4,85;0;6,19;1,10;3
3;686;20-01-2004;60;22765; ;U;4,85;1;6,19;1,10;1
2;700;20-01-2004;60;21022; ;U;4,85;1;5,89;1,10;1
3;696;20-01-2004;60;22511; ;U;4,85;1;6,19;1,10;1
3;693;21-01-2004;60;20595; ;U;4,85;0;6,19;1,10;2
2;700;22-01-2004;60;25000; ;U;4,85;1;5,89;1,10;1
3;691;22-01-2004;60;19999; ;U;4,85;1;6,19;1,10;2
3;698;22-01-2004;60;19999; ;U;4,85;0;6,19;1,10;3
2;704;22-01-2004;60;20138; ;U;4,85;1;5,89;1,10;1
3;686;22-01-2004;60;22000; ;U;4,85;0;6,19;1,10;3
3;693;23-01-2004;60;18000; ;U;4,85;0;6,19;1,10;3
2;707;23-01-2004;60;20000; ;U;4,85;0;5,89;1,10;2
2;711;24-01-2004;60;20000; ;U;4,85;0;5,89;1,10;1
2;706;24-01-2004;60;20000; ;U;4,85;0;5,89;1,10;1
3;692;24-01-2004;60;19411; ;U;4,85;1;6,19;1,10;1
2;703;25-01-2004;60;24000; ;U;4,85;0;5,89;1,10;1
2;711;25-01-2004;60;20000; ;U;4,85;0;5,89;1,10;1
3;698;25-01-2004;60;25000; ;U;4,85;0;6,19;1,10;2
3;690;25-01-2004;60;18000; ;U;4,85;0;6,19;1,10;1
3;693;25-01-2004;60;23000; ;U;4,85;0;6,19;1,10;1
3;686;26-01-2004;60;22000; ;U;4,85;0;6,19;1,10;3
2;709;26-01-2004;60;20026; ;U;4,85;1;5,89;1,10;3
3;699;26-01-2004;60;21000; ;U;4,85;0;6,19;1,10;1
3;687;27-01-2004;60;20853; ;U;4,85;0;6,19;1,10;3
3;695;27-01-2004;60;24785; ;U;4,85;0;6,19;1,10;1
3;693;27-01-2004;60;20595; ;U;4,85;0;6,19;1,10;2
2;706;28-01-2004;60;20000; ;U;4,85;0;5,89;1,10;3
3;698;28-01-2004;60;19999; ;U;4,85;0;6,19;1,10;3
3;698;28-01-2004;60;19999; ;U;4,85;0;6,19;1,10;2
3;694;28-01-2004;60;18650; ;U;4,85;0;6,19;1,10;3
2;705;29-01-2004;60;20220; ;U;4,85;1;5,89;1,10;3
3;688;29-01-2004;60;25000; ;U;4,85;0;6,19;1,10;3
2;703;30-01-2004;60;21394; ;U;4,85;1;5,89;1,10;2
3;698;30-01-2004;60;25000; ;U;4,85;0;6,19;1,10;1
3;699;30-01-2004;60;18500; ;U;4,85;0;6,19;1,10;3
2;705;30-01-2004;60;21000; ;U;4,85;0;5,89;1,10;1
3;684;30-01-2004;60;17965; ;U;4,85;1;6,19;1,10;1
3;698;31-01-2004;60;18000; ;U;4,85;0;6,19;1,10;1
2;712;01-02-2004;60;22000; ;U;4,85;0;5,89;1,10;1
3;693;01-02-2004;60;21000; ;U;4,85;0;6,19;1,10;2
1;701;01-02-2004;60;22000; ;U;4,85;1;4,85;1,10;1
2;707;02-02-2004;60;25000; ;U;4,85;0;5,89;1,10;1
2;692;02-02-2004;60;24500; ;U;4,85;1;5,89;1,10;1
3;696;02-02-2004;60;20985; ;U;4,85;1;6,19;1,10;1
3;687;03-02-2004;60;24989; ;U;4,85;1;6,19;1,10;2
2;706;03-02-2004;60;25000; ;U;4,85;0;5,89;1,10;3
2;702;03-02-2004;60;24600; ;U;4,85;0;5,89;1,10;1
3;686;04-02-2004;60;19104; ;U;4,85;1;6,19;1,10;1
2;705;04-02-2004;60;22000; ;U;4,85;1;5,89;1,10;2
2;702;04-02-2004;60;23149; ;U;4,85;1;5,89;1,10;2
2;707;05-02-2004;60;20000; ;U;4,85;0;5,89;1,10;3
3;689;07-02-2004;60;25000; ;U;4,85;0;6,19;1,10;2
3;691;08-02-2004;60;23822; ;U;4,85;1;6,19;1,10;2
1;685;08-02-2004;60;22163; ;U;4,85;1;4,85;1,10;2
3;691;08-02-2004;60;23735; ;U;4,85;0;6,19;1,10;3
2;711;09-02-2004;60;19999; ;U;4,85;0;5,89;1,10;2
2;701;09-02-2004;60;23304; ;U;4,85;1;5,89;1,10;1
2;710;10-02-2004;60;22000; ;U;4,85;0;5,89;1,10;2
2;700;10-02-2004;60;24599; ;U;4,85;1;5,89;1,10;3
2;711;10-02-2004;60;24499; ;U;4,85;0;5,89;1,10;2
2;706;10-02-2004;60;20000; ;U;4,85;0;5,89;1,10;2
3;692;10-02-2004;60;21999; ;U;4,85;0;6,19;1,10;2
3;685;10-02-2004;60;23000; ;U;4,85;0;6,19;1,10;1
3;690;10-02-2004;60;20000; ;U;4,85;0;6,19;1,10;3
3;697;11-02-2004;60;22305; ;U;4,85;1;6,19;1,10;2
3;691;11-02-2004;60;20876; ;U;4,85;0;6,19;1,10;3
3;693;11-02-2004;60;19000; ;U;4,85;0;6,19;1,10;3
2;702;12-02-2004;60;25000; ;U;4,85;0;5,89;1,09;2
3;695;12-02-2004;60;20000; ;U;4,85;0;6,29;1,09;3
3;699;12-02-2004;60;23500; ;U;4,85;0;6,19;1,09;3
2;706;12-02-2004;60;22000; ;U;4,85;0;5,89;1,09;1
3;698;12-02-2004;60;19500; ;U;4,85;0;6,19;1,09;3
2;700;12-02-2004;60;19899; ;U;4,85;1;5,89;1,09;2
3;705;13-02-2004;60;25000; ;U;4,65;0;5,89;1,09;3
3;686;13-02-2004;60;21625; ;U;4,65;0;6,19;1,09;1
3;697;13-02-2004;60;24393; ;U;4,65;1;6,19;1,09;1
2;712;14-02-2004;60;22000; ;U;4,65;0;5,89;1,09;3
3;695;15-02-2004;60;22713; ;U;4,65;1;6,19;1,09;1
3;697;16-02-2004;60;25000; ;U;4,65;0;6,19;1,09;1
3;696;16-02-2004;60;22995; ;U;4,65;1;6,19;1,09;2
3;686;16-02-2004;60;24999; ;U;4,65;0;6,19;1,09;2
3;686;16-02-2004;60;19875; ;U;4,65;1;6,19;1,09;3
2;705;16-02-2004;60;22600; ;U;4,65;0;5,89;1,09;1
2;704;17-02-2004;60;23000; ;U;4,65;1;5,89;1,09;1
3;698;17-02-2004;60;22391; ;U;4,65;1;6,19;1,09;3
3;693;17-02-2004;60;23500; ;U;4,65;0;6,19;1,09;1
3;687;17-02-2004;60;22000; ;U;4,65;0;6,19;1,09;1
2;709;18-02-2004;60;18000; ;U;4,65;1;5,89;1,09;3
3;689;18-02-2004;60;18300; ;U;4,65;0;6,19;1,09;1
3;695;18-02-2004;60;19999; ;U;4,65;0;6,19;1,09;1
3;688;18-02-2004;60;18926; ;U;4,65;1;6,19;1,09;2
2;702;19-02-2004;60;19232; ;U;4,65;1;5,89;1,09;2
2;706;19-02-2004;60;25000; ;U;4,65;0;5,89;1,09;2
3;697;19-02-2004;60;19067; ;U;4,65;1;6,19;1,09;1
3;687;19-02-2004;60;22000; ;U;4,65;0;6,19;1,09;1
2;700;20-02-2004;60;23545; ;U;4,65;0;5,89;1,09;3
3;694;21-02-2004;60;22000; ;U;4,65;0;6,19;1,09;1
2;701;23-02-2004;60;18600; ;U;4,65;0;5,89;1,09;1
3;684;24-02-2004;60;19340; ;U;4,65;1;6,19;1,09;1
2;704;25-02-2004;60;24837; ;U;4,65;1;5,89;1,09;1
2;706;25-02-2004;60;24900; ;U;4,65;0;5,89;1,09;1
2;700;26-02-2004;60;21500; ;U;4,65;0;5,89;1,10;3
2;700;26-02-2004;60;20000; ;U;4,65;1;5,89;1,10;1
3;688;26-02-2004;60;18000; ;U;4,65;1;6,19;1,10;3
2;703;26-02-2004;60;20812; ;U;4,65;1;5,89;1,10;1
3;697;26-02-2004;60;23000; ;U;4,65;0;6,19;1,10;1
3;696;26-02-2004;60;25000; ;U;4,65;0;6,19;1,10;3
3;687;27-02-2004;60;20443; ;U;4,49;1;6,19;1,10;1
2;700;27-02-2004;60;18500; ;U;4,49;0;5,89;1,10;1
2;709;27-02-2004;60;19026; ;U;4,49;1;5,89;1,10;2
3;690;28-02-2004;60;19051; ;U;4,49;0;6,19;1,10;1
2;703;28-02-2004;60;20000; ;U;4,49;0;5,89;1,10;1
2;712;28-02-2004;60;21840; ;U;4,49;1;5,89;1,10;1
3;688;01-03-2004;60;18649; ;U;4,49;1;6,19;1,10;1
3;696;01-03-2004;60;22000; ;U;4,49;0;6,19;1,10;1
3;688;01-03-2004;60;24406; ;U;4,49;0;6,19;1,10;2
2;704;01-03-2004;60;22178; ;U;4,49;1;5,89;1,10;3
2;707;01-03-2004;60;18325; ;U;4,49;1;5,89;1,10;3
2;705;02-03-2004;60;20000; ;U;4,49;0;5,89;1,10;2
3;691;02-03-2004;60;24145; ;U;4,49;1;6,19;1,10;1
3;692;02-03-2004;60;23884; ;U;4,49;0;6,19;1,10;3
3;694;03-03-2004;60;21191; ;U;4,49;1;6,19;1,10;3
3;693;03-03-2004;60;19999; ;U;4,49;0;6,19;1,10;1
3;707;03-03-2004;60;21800; ;U;4,49;1;6,19;1,10;2
2;709;04-03-2004;60;20000; ;U;4,49;0;5,89;1,10;1
3;695;04-03-2004;60;22000; ;U;4,49;0;6,19;1,10;3
3;695;04-03-2004;60;25000; ;U;4,49;0;6,19;1,10;1
3;696;04-03-2004;60;25000; ;U;4,49;0;6,19;1,10;1
3;693;05-03-2004;60;20399; ;U;4,49;1;6,19;1,10;1
2;701;05-03-2004;60;18774; ;U;4,49;0;5,89;1,10;3
3;687;05-03-2004;60;22000; ;U;4,49;0;6,19;1,10;1
3;693;06-03-2004;60;22000; ;U;4,49;0;6,19;1,10;1
3;692;07-03-2004;60;20000; ;U;4,49;1;6,19;1,10;1
3;696;07-03-2004;60;18253; ;U;4,49;0;6,19;1,10;3
3;693;08-03-2004;60;21000; ;U;4,49;0;6,19;1,09;3
3;698;08-03-2004;60;20000; ;U;4,49;0;6,19;1,09;2
3;702;08-03-2004;60;21120; ;U;4,49;0;5,89;1,09;3
3;687;08-03-2004;60;20000; ;U;4,49;0;6,19;1,09;2
3;696;08-03-2004;60;20000; ;U;4,49;0;6,19;1,09;3
3;706;08-03-2004;60;21248; ;U;4,49;0;5,89;1,09;2
2;711;08-03-2004;60;19298; ;U;4,49;0;5,89;1,09;3
3;692;08-03-2004;60;22000; ;U;4,49;0;6,19;1,09;3
1;689;09-03-2004;60;19846; ;U;4,49;1;4,49;1,09;3
2;707;09-03-2004;60;24999; ;U;4,49;0;5,89;1,09;3
2;705;09-03-2004;60;21000; ;U;4,49;0;5,89;1,09;2
2;708;09-03-2004;60;19000; ;U;4,49;1;5,89;1,09;2
3;690;09-03-2004;60;20000; ;U;4,49;0;6,19;1,09;3
2;710;09-03-2004;60;23000; ;U;4,49;0;5,89;1,09;1
4;690;10-03-2004;60;24400; ;U;4,49;1;8,49;1,09;3
3;696;10-03-2004;60;20340; ;U;4,49;1;6,19;1,09;3
3;695;10-03-2004;60;25000; ;U;4,49;0;6,19;1,09;2
2;691;10-03-2004;60;24625; ;U;4,49;1;5,89;1,09;3
2;700;10-03-2004;60;22000; ;U;4,49;0;5,89;1,09;3
3;690;15-03-2004;60;21999; ;U;4,39;0;6,19;1,09;2
2;705;11-03-2004;60;19703; ;U;4,49;1;5,89;1,09;1
2;700;11-03-2004;60;21721; ;U;4,49;1;5,89;1,09;3
3;697;11-03-2004;60;25000; ;U;4,49;0;6,19;1,09;3
2;702;11-03-2004;60;22000; ;U;4,49;0;5,89;1,09;1
2;704;12-03-2004;60;24338; ;U;4,39;1;5,89;1,09;2
2;704;12-03-2004;60;18000; ;U;4,39;1;5,89;1,09;2
2;706;12-03-2004;60;19999; ;U;4,39;0;5,89;1,09;2
2;704;13-03-2004;60;25000; ;U;4,39;0;5,89;1,09;1
3;689;16-03-2004;60;25000; ;U;4,39;0;6,19;1,09;3
2;705;13-03-2004;60;22000; ;U;4,39;0;5,89;1,09;1
2;700;14-03-2004;60;25000; ;U;4,39;0;5,89;1,09;3
3;697;14-03-2004;60;20000; ;U;4,39;0;6,19;1,09;2
2;705;14-03-2004;60;25000; ;U;4,39;0;5,89;1,09;3
3;689;14-03-2004;60;20000; ;U;4,39;0;6,19;1,09;3
2;704;15-03-2004;60;23500; ;U;4,39;1;5,89;1,09;1
3;694;15-03-2004;60;22000; ;U;4,39;0;6,19;1,09;3
2;702;15-03-2004;60;20000; ;U;4,39;0;5,89;1,09;3
2;707;15-03-2004;60;23000; ;U;4,39;0;5,89;1,09;3
2;706;15-03-2004;60;18250; ;U;4,39;1;5,89;1,09;3
2;708;15-03-2004;60;25000; ;U;4,39;0;5,89;1,09;3
3;689;15-03-2004;60;20000; ;U;4,39;0;6,19;1,09;3
3;690;17-03-2004;60;23000; ;U;4,39;0;6,19;1,09;3
2;709;16-03-2004;60;22000; ;U;4,39;0;5,89;1,09;3
3;699;16-03-2004;60;18613; ;U;4,39;1;6,19;1,09;3
3;696;16-03-2004;60;22000; ;U;4,39;0;6,19;1,09;1
1;697;16-03-2004;60;19148; ;U;4,39;1;4,39;1,09;1
3;687;18-03-2004;60;22533; ;U;4,39;1;6,19;1,09;2
2;687;17-03-2004;60;20000; ;U;4,39;0;5,89;1,09;1
3;691;17-03-2004;60;20000; ;U;4,39;0;6,19;1,09;3
2;705;18-03-2004;60;18777; ;U;4,39;0;5,89;1,09;3
2;703;18-03-2004;60;18500; ;U;4,39;0;5,89;1,09;1
3;695;19-03-2004;60;20000; ;U;4,39;0;6,19;1,09;3
2;705;19-03-2004;60;21073; ;U;4,39;1;5,89;1,09;2
3;687;19-03-2004;60;25000; ;U;4,39;0;6,19;1,09;2
2;704;20-03-2004;60;18500; ;U;4,39;0;5,89;1,09;3
3;684;20-03-2004;60;23000; ;U;4,39;0;6,19;1,09;1
3;695;20-03-2004;60;24999; ;U;4,39;0;6,19;1,09;2
2;707;21-03-2004;60;25000; ;U;4,39;0;5,89;1,09;3
3;699;21-03-2004;60;23500; ;U;4,39;0;6,19;1,09;1
3;695;21-03-2004;60;22000; ;U;4,39;0;6,19;1,09;1
3;692;22-03-2004;60;19137; ;U;4,39;1;6,19;1,09;3
2;687;22-03-2004;60;18040; ;U;4,39;1;5,89;1,09;1
3;685;22-03-2004;60;20000; ;U;4,39;0;6,19;1,09;1
3;695;22-03-2004;60;24524; ;U;4,39;1;6,19;1,09;1
3;693;23-03-2004;60;25000; ;U;4,39;0;6,19;1,09;1
3;687;23-03-2004;60;22000; ;U;4,39;0;6,19;1,09;1
3;685;24-03-2004;60;22000; ;U;4,39;0;6,19;1,09;3
3;691;24-03-2004;60;25000; ;U;4,39;0;6,19;1,09;1
2;707;25-03-2004;60;23789; ;U;4,39;1;5,89;1,09;3
2;708;25-03-2004;60;17999; ;U;4,39;1;5,89;1,09;3
3;699;25-03-2004;60;19667; ;U;4,39;0;6,19;1,09;3
2;709;25-03-2004;60;22000; ;U;4,39;0;5,89;1,09;3
3;684;25-03-2004;60;20000; ;U;4,39;0;6,19;1,09;1
3;687;25-03-2004;60;25000; ;U;4,39;1;6,19;1,09;3
3;696;25-03-2004;60;18000; ;U;4,39;0;6,19;1,09;3
3;689;25-03-2004;60;23000; ;U;4,39;0;6,19;1,09;1
2;686;26-03-2004;60;20000; ;U;4,39;0;5,89;1,09;3
2;700;26-03-2004;60;22000; ;U;4,39;0;5,89;1,09;3
3;692;26-03-2004;60;20000; ;U;4,39;0;6,19;1,09;2
3;692;26-03-2004;60;20000; ;U;4,39;0;6,19;1,09;3
2;703;26-03-2004;60;19559; ;U;4,39;1;5,89;1,09;2
3;696;27-03-2004;60;20000; ;U;4,39;0;6,19;1,09;1
2;707;27-03-2004;60;22000; ;U;4,39;0;5,89;1,09;2
3;698;27-03-2004;60;24600; ;U;4,39;0;6,19;1,09;1
2;711;27-03-2004;60;24594; ;U;4,39;1;5,89;1,09;1
2;709;28-03-2004;60;19000; ;U;4,39;0;5,89;1,09;1
3;691;28-03-2004;60;25000; ;U;4,39;0;6,19;1,09;3
3;687;29-03-2004;60;19999; ;U;4,39;0;6,19;1,09;1
2;710;29-03-2004;60;20000; ;U;4,39;0;5,89;1,09;3
3;694;29-03-2004;60;24999; ;U;4,39;0;6,19;1,09;1
2;711;29-03-2004;60;24000; ;U;4,39;0;5,89;1,09;1
2;705;30-03-2004;60;24999; ;U;4,39;0;5,89;1,09;2
2;712;30-03-2004;60;20975; ;U;4,39;1;5,89;1,09;1
3;692;30-03-2004;60;22000; ;U;4,39;0;6,19;1,09;3
3;691;30-03-2004;60;22000; ;U;4,39;0;6,19;1,09;3
2;705;31-03-2004;60;18500; ;U;4,39;0;5,89;1,09;1
3;691;31-03-2004;60;22000; ;U;4,39;0;6,19;1,09;2
2;701;31-03-2004;60;24999; ;U;4,39;0;5,89;1,09;2
2;705;31-03-2004;60;17818; ;U;4,39;1;5,89;1,09;1
3;693;01-04-2004;60;20024; ;U;4,39;1;6,19;1,09;1
2;709;02-04-2004;60;20000; ;U;4,39;0;5,89;1,09;2
1;700;02-04-2004;60;18500; ;U;4,39;1;4,39;1,09;1
2;705;02-04-2004;60;24234; ;U;4,39;1;5,89;1,09;1
2;705;02-04-2004;60;19287; ;U;4,39;0;5,89;1,09;3
1;693;03-04-2004;60;23000; ;U;4,39;0;4,39;1,09;2
2;709;03-04-2004;60;22000; ;U;4,39;0;5,89;1,09;1
3;690;03-04-2004;60;20999; ;U;4,39;0;6,19;1,09;2
3;695;03-04-2004;60;20853; ;U;4,39;1;6,19;1,09;3
3;688;03-04-2004;60;20000; ;U;4,39;0;6,19;1,09;3
1;705;04-04-2004;60;18500; ;U;4,39;0;4,85;1,09;1
1;686;04-04-2004;60;21455; ;U;4,39;1;4,39;1,09;1
2;691;04-04-2004;60;19999; ;U;4,39;0;5,89;1,09;2
3;698;04-04-2004;60;21000; ;U;4,39;0;6,19;1,09;3
2;688;04-04-2004;60;23362; ;U;4,39;1;5,89;1,09;1
2;707;05-04-2004;60;24999; ;U;4,39;0;5,89;1,10;2
3;698;05-04-2004;60;19999; ;U;4,39;0;6,19;1,10;1
2;705;05-04-2004;60;23000; ;U;4,39;0;5,89;1,10;1
2;708;05-04-2004;60;19000; ;U;4,39;0;5,89;1,10;1
2;703;05-04-2004;60;22234; ;U;4,39;0;5,89;1,10;1
1;694;06-04-2004;60;21000; ;U;4,39;0;4,39;1,10;1
2;710;06-04-2004;60;22000; ;U;4,39;0;5,89;1,10;1
3;684;06-04-2004;60;19000; ;U;4,39;0;6,19;1,10;3
3;691;06-04-2004;60;25000; ;U;4,39;0;6,19;1,10;3
3;685;06-04-2004;60;20000; ;U;4,39;0;6,19;1,10;3
3;695;07-04-2004;60;24586; ;U;4,39;1;6,19;1,10;3
1;690;07-04-2004;60;20000; ;U;4,39;0;4,39;1,10;2
2;684;07-04-2004;60;23436; ;U;4,39;1;5,89;1,10;1
2;702;07-04-2004;60;20000; ;U;4,39;0;5,89;1,10;3
2;709;07-04-2004;60;20800; ;U;4,39;0;5,89;1,10;1
2;709;07-04-2004;60;19000; ;U;4,39;0;5,89;1,10;1
3;690;07-04-2004;60;22142; ;U;4,39;1;6,19;1,10;3
2;701;07-04-2004;60;20000; ;U;4,39;0;5,89;1,10;1
1;707;08-04-2004;60;20929; ;U;4,39;1;4,39;1,10;2
3;692;08-04-2004;60;25000; ;U;4,39;0;6,19;1,10;1
3;690;12-04-2004;60;24999; ;U;4,39;0;6,19;1,10;1
2;702;09-04-2004;60;24246; ;U;4,39;1;5,89;1,10;2
1;699;10-04-2004;60;25000; ;U;4,39;0;4,39;1,10;1
2;705;10-04-2004;60;22128; ;U;4,39;0;5,89;1,10;1
3;687;10-04-2004;60;23500; ;U;4,39;0;6,19;1,10;1
3;699;10-04-2004;60;18000; ;U;4,39;0;6,19;1,10;3
3;692;10-04-2004;60;22350; ;U;4,39;1;6,19;1,10;3
3;692;10-04-2004;60;24090; ;U;4,39;1;6,19;1,10;1
3;685;11-04-2004;60;25000; ;U;4,39;0;6,19;1,10;3
3;690;12-04-2004;60;20000; ;U;4,39;0;6,19;1,10;1
2;711;12-04-2004;60;20805; ;U;4,39;1;5,89;1,10;1
2;707;12-04-2004;60;20000; ;U;4,39;0;5,89;1,10;1
2;712;12-04-2004;60;25000; ;U;4,39;0;5,89;1,10;2
